filename,video_id,true_shot,true_text,joint_wrong_count,shot_wrong_count,text_wrong_count,joint_wrong_models,shot_wrong_models,text_wrong_models,pred_summary
0119_cut_011.jpg,119,close-up,1,7,7,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:medium/1
0139_cut_003.jpg,139,medium,0,7,7,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:space/0; dinov3_single:wide/0; siglip2_single:space/0; clip_dinov3:space/0; dinov3_siglip2:space/0; cradiov4:space/0; clip_dinov2_shot_siglip2_text:space/0
0139_cut_004.jpg,139,medium,0,7,7,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:space/0; dinov3_single:space/0; siglip2_single:wide/0; clip_dinov3:space/0; dinov3_siglip2:space/0; cradiov4:space/0; clip_dinov2_shot_siglip2_text:space/0
0194_cut_002.jpg,194,medium,1,7,7,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:close-up/1; siglip2_single:close-up/1; clip_dinov3:close-up/1; dinov3_siglip2:close-up/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0211_cut_006.jpg,211,medium,1,7,7,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:close-up/1; siglip2_single:close-up/1; clip_dinov3:close-up/1; dinov3_siglip2:close-up/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0025_cut_003.jpg,25,medium,1,7,0,7,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:medium/0; dinov3_single:medium/0; siglip2_single:medium/0; clip_dinov3:medium/0; dinov3_siglip2:medium/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:medium/0
0122_cut_002.jpg,122,object,0,7,0,7,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:object/1; dinov3_single:object/1; siglip2_single:object/1; clip_dinov3:object/1; dinov3_siglip2:object/1; cradiov4:object/1; clip_dinov2_shot_siglip2_text:object/1
0030_cut_013.jpg,30,close-up,1,6,6,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:object/1; dinov3_single:object/1; siglip2_single:medium/1; clip_dinov3:object/1; dinov3_siglip2:medium/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:object/1
0110_cut_005.jpg,110,object,1,6,6,0,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:space/1; dinov3_single:object/1; siglip2_single:space/1; clip_dinov3:space/1; dinov3_siglip2:space/1; cradiov4:space/1; clip_dinov2_shot_siglip2_text:space/1
0211_cut_007.jpg,211,close-up,1,6,6,0,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:object/1; dinov3_single:object/1; siglip2_single:object/1; clip_dinov3:object/1; dinov3_siglip2:object/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:object/1
0025_cut_009.jpg,25,medium,1,6,5,4,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, dinov3_siglip2, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:medium/1; dinov3_single:close-up/0; siglip2_single:close-up/0; clip_dinov3:close-up/1; dinov3_siglip2:close-up/0; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:medium/0
0139_cut_001.jpg,139,medium,0,6,4,3,"clip_dinov2_focal, dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","clip_dinov2_focal, dinov3_single, clip_dinov3",clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:close-up/0; clip_dinov3:close-up/1; dinov3_siglip2:close-up/0; cradiov4:close-up/0; clip_dinov2_shot_siglip2_text:medium/0
0030_cut_010.jpg,30,wide,1,6,0,6,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:wide/0; dinov3_single:wide/1; siglip2_single:wide/0; clip_dinov3:wide/0; dinov3_siglip2:wide/0; cradiov4:wide/0; clip_dinov2_shot_siglip2_text:wide/0
0030_cut_015.jpg,30,close-up,1,6,0,6,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:close-up/0; dinov3_single:close-up/1; siglip2_single:close-up/0; clip_dinov3:close-up/0; dinov3_siglip2:close-up/0; cradiov4:close-up/0; clip_dinov2_shot_siglip2_text:close-up/0
0017_cut_003.jpg,17,medium,1,5,5,0,"clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:wide/1; dinov3_single:wide/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:wide/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:wide/1
0017_cut_006.jpg,17,medium,1,5,5,0,"clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:close-up/1; siglip2_single:medium/1; clip_dinov3:close-up/1; dinov3_siglip2:close-up/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:close-up/1
0019_cut_001.jpg,19,medium,1,5,5,0,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:wide/1; siglip2_single:wide/1; clip_dinov3:wide/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0030_cut_001.jpg,30,medium,1,5,5,0,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:wide/1; siglip2_single:wide/1; clip_dinov3:wide/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0119_cut_002.jpg,119,close-up,1,5,5,0,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:close-up/1
0119_cut_005.jpg,119,close-up,1,5,5,0,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:close-up/1
0138_cut_001.jpg,138,object,0,5,5,0,"clip_dinov2_focal, siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:space/0; dinov3_single:object/0; siglip2_single:space/0; clip_dinov3:object/0; dinov3_siglip2:space/0; cradiov4:space/0; clip_dinov2_shot_siglip2_text:space/0
0211_cut_008.jpg,211,close-up,1,5,5,0,"clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:object/1; dinov3_single:object/1; siglip2_single:close-up/1; clip_dinov3:object/1; dinov3_siglip2:object/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:object/1
0211_cut_009.jpg,211,medium,1,5,5,0,"clip_dinov2_focal, siglip2_single, clip_dinov3, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, clip_dinov3, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:close-up/1; clip_dinov3:close-up/1; dinov3_siglip2:medium/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0030_cut_022.jpg,30,medium,0,5,4,1,"clip_dinov2_focal, dinov3_single, siglip2_single, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, dinov3_siglip2, clip_dinov2_shot_siglip2_text",dinov3_single,clip_dinov2_focal:wide/0; dinov3_single:medium/1; siglip2_single:wide/0; clip_dinov3:medium/0; dinov3_siglip2:wide/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:wide/0
0114_cut_002.jpg,114,medium,0,5,4,1,"clip_dinov2_focal, dinov3_single, siglip2_single, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, cradiov4, clip_dinov2_shot_siglip2_text",dinov3_single,clip_dinov2_focal:close-up/0; dinov3_single:medium/1; siglip2_single:close-up/0; clip_dinov3:medium/0; dinov3_siglip2:medium/0; cradiov4:close-up/0; clip_dinov2_shot_siglip2_text:close-up/0
0025_cut_008.jpg,25,medium,1,5,0,5,"dinov3_single, siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"dinov3_single, siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:medium/1; dinov3_single:medium/0; siglip2_single:medium/0; clip_dinov3:medium/1; dinov3_siglip2:medium/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:medium/0
0031_cut_002.jpg,31,wide,1,5,0,5,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:wide/0; dinov3_single:wide/1; siglip2_single:wide/0; clip_dinov3:wide/0; dinov3_siglip2:wide/0; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:wide/0
0139_cut_006.jpg,139,medium,0,4,4,2,"clip_dinov2_focal, siglip2_single, clip_dinov3, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, clip_dinov3, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, clip_dinov3",clip_dinov2_focal:space/1; dinov3_single:medium/0; siglip2_single:wide/0; clip_dinov3:space/1; dinov3_siglip2:medium/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:space/0
0122_cut_003.jpg,122,medium,0,4,4,1,"dinov3_single, siglip2_single, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, dinov3_siglip2, cradiov4",dinov3_single,clip_dinov2_focal:medium/0; dinov3_single:wide/1; siglip2_single:wide/0; clip_dinov3:medium/0; dinov3_siglip2:wide/0; cradiov4:wide/0; clip_dinov2_shot_siglip2_text:medium/0
0017_cut_014.jpg,17,wide,1,4,4,0,"dinov3_single, siglip2_single, dinov3_siglip2, cradiov4","dinov3_single, siglip2_single, dinov3_siglip2, cradiov4",,clip_dinov2_focal:wide/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:wide/1
0030_cut_002.jpg,30,medium,1,4,4,0,"dinov3_single, clip_dinov3, dinov3_siglip2, cradiov4","dinov3_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:wide/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0030_cut_004.jpg,30,medium,1,4,4,0,"clip_dinov2_focal, clip_dinov3, cradiov4, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, clip_dinov3, cradiov4, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:wide/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:medium/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:wide/1
0057_cut_001.jpg,57,medium,1,4,4,0,"clip_dinov2_focal, siglip2_single, dinov3_siglip2, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, dinov3_siglip2, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:close-up/1; clip_dinov3:medium/1; dinov3_siglip2:close-up/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:close-up/1
0110_cut_003.jpg,110,medium,1,4,4,0,"siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4","siglip2_single, clip_dinov3, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:object/1; clip_dinov3:object/1; dinov3_siglip2:object/1; cradiov4:object/1; clip_dinov2_shot_siglip2_text:medium/1
0114_cut_007.jpg,114,space,1,4,4,0,"clip_dinov2_focal, dinov3_single, clip_dinov3, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, dinov3_single, clip_dinov3, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:wide/1; dinov3_single:wide/1; siglip2_single:space/1; clip_dinov3:wide/1; dinov3_siglip2:space/1; cradiov4:space/1; clip_dinov2_shot_siglip2_text:wide/1
0148_cut_001.jpg,148,close-up,1,4,4,0,"dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2","dinov3_single, siglip2_single, clip_dinov3, dinov3_siglip2",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0139_cut_002.jpg,139,medium,0,4,3,2,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2","siglip2_single, clip_dinov3, dinov3_siglip2","clip_dinov2_focal, clip_dinov3",clip_dinov2_focal:medium/1; dinov3_single:medium/0; siglip2_single:close-up/0; clip_dinov3:close-up/1; dinov3_siglip2:close-up/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:medium/0
0075_cut_010.jpg,75,medium,1,4,1,4,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2",clip_dinov3,"clip_dinov2_focal, siglip2_single, clip_dinov3, dinov3_siglip2",clip_dinov2_focal:medium/0; dinov3_single:medium/1; siglip2_single:medium/0; clip_dinov3:close-up/0; dinov3_siglip2:medium/0; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:medium/1
0025_cut_007.jpg,25,medium,0,4,0,4,"clip_dinov2_focal, dinov3_single, clip_dinov3, clip_dinov2_shot_siglip2_text",,"clip_dinov2_focal, dinov3_single, clip_dinov3, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:medium/0; clip_dinov3:medium/1; dinov3_siglip2:medium/0; cradiov4:medium/0; clip_dinov2_shot_siglip2_text:medium/1
0106_cut_003.jpg,106,space,1,4,0,4,"siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",,"siglip2_single, dinov3_siglip2, cradiov4, clip_dinov2_shot_siglip2_text",clip_dinov2_focal:space/1; dinov3_single:space/1; siglip2_single:space/0; clip_dinov3:space/1; dinov3_siglip2:space/0; cradiov4:space/0; clip_dinov2_shot_siglip2_text:space/0
0030_cut_003.jpg,30,close-up,1,3,3,1,"dinov3_single, siglip2_single, dinov3_siglip2","dinov3_single, siglip2_single, dinov3_siglip2",dinov3_single,clip_dinov2_focal:close-up/1; dinov3_single:medium/0; siglip2_single:medium/1; clip_dinov3:close-up/1; dinov3_siglip2:medium/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0017_cut_012.jpg,17,medium,1,3,3,0,"clip_dinov2_focal, clip_dinov3, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, clip_dinov3, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:wide/1; dinov3_single:medium/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:wide/1
0030_cut_020.jpg,30,wide,1,3,3,0,"clip_dinov2_focal, siglip2_single, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:medium/1; dinov3_single:wide/1; siglip2_single:medium/1; clip_dinov3:wide/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0075_cut_004.jpg,75,medium,1,3,3,0,"siglip2_single, clip_dinov3, dinov3_siglip2","siglip2_single, clip_dinov3, dinov3_siglip2",,clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:close-up/1; clip_dinov3:close-up/1; dinov3_siglip2:close-up/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:medium/1
0106_cut_001.jpg,106,space,0,3,3,0,"dinov3_single, clip_dinov3, dinov3_siglip2","dinov3_single, clip_dinov3, dinov3_siglip2",,clip_dinov2_focal:space/0; dinov3_single:object/0; siglip2_single:space/0; clip_dinov3:object/0; dinov3_siglip2:object/0; cradiov4:space/0; clip_dinov2_shot_siglip2_text:space/0
0114_cut_006.jpg,114,close-up,1,3,3,0,"dinov3_single, clip_dinov3, dinov3_siglip2","dinov3_single, clip_dinov3, dinov3_siglip2",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:close-up/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:close-up/1; clip_dinov2_shot_siglip2_text:close-up/1
0119_cut_007.jpg,119,medium,1,3,3,0,"siglip2_single, dinov3_siglip2, cradiov4","siglip2_single, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:wide/1; clip_dinov3:medium/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0119_cut_015.jpg,119,medium,1,3,3,0,"siglip2_single, dinov3_siglip2, cradiov4","siglip2_single, dinov3_siglip2, cradiov4",,clip_dinov2_focal:medium/1; dinov3_single:medium/1; siglip2_single:wide/1; clip_dinov3:medium/1; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:medium/1
0157_cut_005.jpg,157,medium,1,3,3,0,"clip_dinov2_focal, siglip2_single, clip_dinov2_shot_siglip2_text","clip_dinov2_focal, siglip2_single, clip_dinov2_shot_siglip2_text",,clip_dinov2_focal:close-up/1; dinov3_single:medium/1; siglip2_single:close-up/1; clip_dinov3:medium/1; dinov3_siglip2:medium/1; cradiov4:medium/1; clip_dinov2_shot_siglip2_text:close-up/1
0025_cut_002.jpg,25,wide,1,3,2,2,"clip_dinov2_focal, dinov3_single, clip_dinov3","dinov3_single, clip_dinov3","clip_dinov2_focal, clip_dinov3",clip_dinov2_focal:wide/0; dinov3_single:medium/1; siglip2_single:wide/1; clip_dinov3:medium/0; dinov3_siglip2:wide/1; cradiov4:wide/1; clip_dinov2_shot_siglip2_text:wide/1
